Composition du train,Type de matériel,Ligne,Tournée,Code de dégradation,Période d'exploitation,Type de Jour,Année civile,Année civile/mois,Année civile/semaine,Année civile/Trim.,Jour calendaire,Jour de la semaine,Mois calendrier,Km voiture
037-000-000,10,Ligne verte,23,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,752.832
037-000-000,10,Ligne verte,23,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-26,Mardi,2,1317.582
037-000-000,10,Ligne verte,24,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,394.956
037-000-000,10,Ligne verte,24,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,2259.135
037-000-000,10,Ligne verte,25,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,40.149
037-000-000,10,Ligne verte,25,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,376.416
037-000-000,10,Ligne verte,26,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,98.064
037-000-000,10,Ligne verte,26,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,1129.248
037-000-000,10,Ligne verte,29,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,261.558
037-000-000,10,Ligne verte,29,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,3201.858
037-000-000,10,Ligne verte,34,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,155.412
037-000-000,10,Ligne verte,34,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,1882.08
037-000-000,10,Ligne verte,36,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-28,Jeudi,2,108.81
037-000-000,10,Ligne verte,36,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,92.682
037-000-000,10,Ligne verte,36,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-07,Jeudi,3,0.342
037-000-000,10,Ligne verte,36,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,266.067
037-000-000,10,Ligne verte,36,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-28,Jeudi,2,1279.422
037-000-000,10,Ligne verte,36,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,1129.248
037-000-000,10,Ligne verte,36,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,3199.662
037-000-000,10,Ligne verte,38,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,12.393
037-000-000,10,Ligne verte,40,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,114.372
037-000-000,10,Ligne verte,40,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,1317.33
037-000-000,10,Ligne verte,43,CMC,19J,Semaine,2019,2019-03,201909,2019-1,2019-03-01,Vendredi,3,85.743
037-000-000,10,Ligne verte,43,PA,19J,Semaine,2019,2019-03,201909,2019-1,2019-03-01,Vendredi,3,954.765
037-000-000,10,Ligne verte,62,CMC,19J,Samedi,2019,2019-03,201909,2019-1,2019-03-02,Samedi,3,50.976
037-000-000,10,Ligne verte,62,PA,19J,Samedi,2019,2019-03,201909,2019-1,2019-03-02,Samedi,3,564.75
037-000-000,10,Ligne verte,65,CMC,18N,Samedi,2019,2019-01,201901,2019-1,2019-01-05,Samedi,1,1.269
037-000-000,10,Ligne verte,66,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-14,Jeudi,2,108.117
037-000-000,10,Ligne verte,67,CMC,19J,Dimanche,2019,2019-02,201906,2019-1,2019-02-10,Dimanche,2,59.922
037-000-000,10,Ligne verte,72,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,118.071
037-000-000,10,Ligne verte,82,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-26,Mardi,2,119.619
037-000-000,10,Ligne verte,82,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,137.304
037-000-000,10,Ligne verte,90,CMC,19J,Samedi,2019,2019-03,201910,2019-1,2019-03-09,Samedi,3,65.79
037-000-000,10,Ligne verte,91,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-28,Jeudi,2,71.199
037-000-000,10,Ligne verte,93,CMC,19M,Samedi,2019,2019-03,201913,2019-1,2019-03-30,Samedi,3,67.32
037-000-000,10,Ligne verte,94,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,77.616
037-000-000,10,Ligne orange,0,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-03,Jeudi,1,0.873
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,1.755
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-11,Vendredi,1,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,6.849
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,0.99
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,0.873
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-15,Vendredi,2,9.414
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,0.468
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,2.538
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,14.031
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,7.911
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-18,Lundi,3,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-20,Mercredi,3,0.873
037-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-21,Jeudi,3,0.873
037-000-000,10,Ligne orange,0,CMC,19J,Samedi,2019,2019-01,201902,2019-1,2019-01-12,Samedi,1,0.828
037-000-000,10,Ligne orange,0,CMC,19J,Samedi,2019,2019-01,201903,2019-1,2019-01-19,Samedi,1,0.873
037-000-000,10,Ligne orange,0,CMC,19J,Samedi,2019,2019-01,201904,2019-1,2019-01-26,Samedi,1,0.558
037-000-000,10,Ligne orange,0,CMC,19J,Samedi,2019,2019-02,201907,2019-1,2019-02-16,Samedi,2,1.422
037-000-000,10,Ligne orange,0,CMC,19J,Samedi,2019,2019-02,201908,2019-1,2019-02-23,Samedi,2,0.873
037-000-000,10,Ligne orange,0,CMC,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,0.99
037-000-000,10,Ligne orange,0,CMC,19J,Dimanche,2019,2019-01,201904,2019-1,2019-01-27,Dimanche,1,0.171
037-000-000,10,Ligne orange,0,CMC,19J,Dimanche,2019,2019-02,201907,2019-1,2019-02-17,Dimanche,2,0.873
037-000-000,10,Ligne orange,0,CMC,19J,Dimanche,2019,2019-03,201910,2019-1,2019-03-10,Dimanche,3,4.635
037-000-000,10,Ligne orange,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,0.468
037-000-000,10,Ligne orange,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,1.728
037-000-000,10,Ligne orange,0,CMC,19M,Samedi,2019,2019-03,201913,2019-1,2019-03-30,Samedi,3,0.171
037-000-000,10,Ligne orange,1,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-20,Mercredi,3,70.803
037-000-000,10,Ligne orange,1,CMC,19J,Dimanche,2019,2019-02,201907,2019-1,2019-02-17,Dimanche,2,91.782
037-000-000,10,Ligne orange,1,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-20,Mercredi,3,967.761
037-000-000,10,Ligne orange,1,PA,19J,Dimanche,2019,2019-02,201907,2019-1,2019-02-17,Dimanche,2,2651.013
037-000-000,10,Ligne orange,2,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,22.824
037-000-000,10,Ligne orange,2,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,1056.546
037-000-000,10,Ligne orange,3,CMC,19J,Samedi,2019,2019-01,201904,2019-1,2019-01-26,Samedi,1,87.147
037-000-000,10,Ligne orange,3,PA,19J,Samedi,2019,2019-01,201904,2019-1,2019-01-26,Samedi,1,6119.55
037-000-000,10,Ligne orange,4,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,140.652
037-000-000,10,Ligne orange,4,CMC,19J,Dimanche,2019,2019-01,201902,2019-1,2019-01-13,Dimanche,1,56.412
037-000-000,10,Ligne orange,4,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,24.048
037-000-000,10,Ligne orange,4,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,5813.145
037-000-000,10,Ligne orange,4,PA,19J,Dimanche,2019,2019-01,201902,2019-1,2019-01-13,Dimanche,1,4756.338
037-000-000,10,Ligne orange,4,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,488.061
037-000-000,10,Ligne orange,5,CMC,19J,Dimanche,2019,2019-01,201904,2019-1,2019-01-27,Dimanche,1,77.814
037-000-000,10,Ligne orange,5,CMC,19J,Dimanche,2019,2019-02,201907,2019-1,2019-02-17,Dimanche,2,15.804
037-000-000,10,Ligne orange,5,CMC,19M,Samedi,2019,2019-03,201913,2019-1,2019-03-30,Samedi,3,49.869
037-000-000,10,Ligne orange,5,PA,19J,Dimanche,2019,2019-01,201904,2019-1,2019-01-27,Dimanche,1,6078.474
037-000-000,10,Ligne orange,5,PA,19J,Dimanche,2019,2019-02,201907,2019-1,2019-02-17,Dimanche,2,1057.158
037-000-000,10,Ligne orange,5,PA,19M,Samedi,2019,2019-03,201913,2019-1,2019-03-30,Samedi,3,2045.088
037-000-000,10,Ligne orange,6,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,112.527
037-000-000,10,Ligne orange,6,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,105.894
037-000-000,10,Ligne orange,6,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-21,Jeudi,3,110.448
037-000-000,10,Ligne orange,6,CMC,19J,Samedi,2019,2019-02,201907,2019-1,2019-02-16,Samedi,2,104.355
037-000-000,10,Ligne orange,6,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,3170.25
037-000-000,10,Ligne orange,6,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,3170.25
037-000-000,10,Ligne orange,6,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-21,Jeudi,3,3164.742
037-000-000,10,Ligne orange,6,PA,19J,Samedi,2019,2019-02,201907,2019-1,2019-02-16,Samedi,2,5289.849
037-000-000,10,Ligne orange,7,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,87.138
037-000-000,10,Ligne orange,7,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,21.96
037-000-000,10,Ligne orange,7,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,1548.972
037-000-000,10,Ligne orange,7,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,488.061
037-000-000,10,Ligne orange,8,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-11,Lundi,3,21.888
037-000-000,10,Ligne orange,8,CMC,19J,Samedi,2019,2019-02,201908,2019-1,2019-02-23,Samedi,2,60.282
037-000-000,10,Ligne orange,8,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-11,Lundi,3,529.929
037-000-000,10,Ligne orange,8,PA,19J,Samedi,2019,2019-02,201908,2019-1,2019-02-23,Samedi,2,3435.579
037-000-000,10,Ligne orange,9,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,103.059
037-000-000,10,Ligne orange,9,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,6.723
037-000-000,10,Ligne orange,9,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-14,Jeudi,2,5.319
037-000-000,10,Ligne orange,9,CMC,19J,Samedi,2019,2019-01,201902,2019-1,2019-01-12,Samedi,1,74.133
037-000-000,10,Ligne orange,9,CMC,19J,Samedi,2019,2019-02,201906,2019-1,2019-02-09,Samedi,2,102.969
037-000-000,10,Ligne orange,9,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,2613.447
037-000-000,10,Ligne orange,9,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,570.555
037-000-000,10,Ligne orange,9,PA,19J,Samedi,2019,2019-01,201902,2019-1,2019-01-12,Samedi,1,3965.382
037-000-000,10,Ligne orange,9,PA,19J,Samedi,2019,2019-02,201906,2019-1,2019-02-09,Samedi,2,5549.022
037-000-000,10,Ligne orange,10,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-03,Jeudi,1,144.576
037-000-000,10,Ligne orange,10,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,4.977
037-000-000,10,Ligne orange,10,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,120.384
037-000-000,10,Ligne orange,10,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-11,Lundi,3,58.797
037-000-000,10,Ligne orange,10,CMC,19J,Samedi,2019,2019-01,201903,2019-1,2019-01-19,Samedi,1,122.229
037-000-000,10,Ligne orange,10,PA,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-03,Jeudi,1,5812.272
037-000-000,10,Ligne orange,10,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,487.476
037-000-000,10,Ligne orange,10,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,5817.204
037-000-000,10,Ligne orange,10,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-11,Lundi,3,486.711
037-000-000,10,Ligne orange,10,PA,19J,Samedi,2019,2019-01,201903,2019-1,2019-01-19,Samedi,1,6078.474
037-000-000,10,Ligne orange,12,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,73.08
037-000-000,10,Ligne orange,12,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,75.132
037-000-000,10,Ligne orange,12,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,1016.64
037-000-000,10,Ligne orange,12,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,1016.64
037-000-000,10,Ligne orange,13,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,28.701
037-000-000,10,Ligne orange,13,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,29.448
037-000-000,10,Ligne orange,13,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,22.986
037-000-000,10,Ligne orange,13,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,36.801
037-000-000,10,Ligne orange,13,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-18,Lundi,3,83.502
037-000-000,10,Ligne orange,13,CMC,19J,Dimanche,2019,2019-03,201910,2019-1,2019-03-10,Dimanche,3,139.419
037-000-000,10,Ligne orange,13,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,1812.645
037-000-000,10,Ligne orange,13,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,1015.839
037-000-000,10,Ligne orange,13,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,263.601
037-000-000,10,Ligne orange,13,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,1176.237
037-000-000,10,Ligne orange,13,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,2182.734
037-000-000,10,Ligne orange,13,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-18,Lundi,3,4979.448
037-000-000,10,Ligne orange,13,PA,19J,Dimanche,2019,2019-03,201910,2019-1,2019-03-10,Dimanche,3,4757.211
037-000-000,10,Ligne orange,14,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,42.417
037-000-000,10,Ligne orange,14,CMC,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,149.085
037-000-000,10,Ligne orange,14,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,463.302
037-000-000,10,Ligne orange,14,PA,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,5818.734
037-000-000,10,Ligne orange,15,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,73.368
037-000-000,10,Ligne orange,15,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,174.123
037-000-000,10,Ligne orange,15,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,1849.599
037-000-000,10,Ligne orange,15,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,5288.625
037-000-000,10,Ligne orange,17,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,117.153
037-000-000,10,Ligne orange,17,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,1182.492
037-000-000,10,Ligne orange,18,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,31.869
037-000-000,10,Ligne orange,18,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,14.571
037-000-000,10,Ligne orange,18,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,1848.924
037-000-000,10,Ligne orange,18,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,1315.485
037-000-000,10,Ligne orange,21,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,41.031
037-000-000,10,Ligne orange,21,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,69.399
037-000-000,10,Ligne orange,21,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,3698.523
037-000-000,10,Ligne orange,21,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,3751.722
037-000-000,10,Ligne orange,22,CMC,19J,Semaine,2019,2019-02,201905,2019-1,2019-02-01,Vendredi,2,34.173
037-000-000,10,Ligne orange,22,PA,19J,Semaine,2019,2019-02,201905,2019-1,2019-02-01,Vendredi,2,1283.625
037-000-000,10,Ligne orange,23,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,24.336
037-000-000,10,Ligne orange,23,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,751.734
037-000-000,10,Ligne orange,24,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-11,Vendredi,1,47.034
037-000-000,10,Ligne orange,24,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,57.708
037-000-000,10,Ligne orange,24,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,31.896
037-000-000,10,Ligne orange,24,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-11,Vendredi,1,2948.823
037-000-000,10,Ligne orange,24,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,2866.077
037-000-000,10,Ligne orange,24,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,1585.431
037-000-000,10,Ligne orange,25,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,127.107
037-000-000,10,Ligne orange,25,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,3962.934
037-000-000,10,Ligne orange,26,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,80.748
037-000-000,10,Ligne orange,26,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,80.748
037-000-000,10,Ligne orange,26,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,1020.393
037-000-000,10,Ligne orange,26,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,1016.334
037-000-000,10,Ligne orange,28,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,39.15
037-000-000,10,Ligne orange,28,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,1288.242
037-000-000,10,Ligne orange,29,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,102.78
037-000-000,10,Ligne orange,29,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,88.299
037-000-000,10,Ligne orange,29,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,87.588
037-000-000,10,Ligne orange,29,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-11,Lundi,3,95.535
037-000-000,10,Ligne orange,29,PA,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,2072.691
037-000-000,10,Ligne orange,29,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,2072.691
037-000-000,10,Ligne orange,29,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,2072.691
037-000-000,10,Ligne orange,29,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-11,Lundi,3,2076.75
037-000-000,10,Ligne orange,30,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,99.396
037-000-000,10,Ligne orange,30,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,5557.491
037-000-000,10,Ligne orange,32,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,9.306
037-000-000,10,Ligne orange,32,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,47.34
037-000-000,10,Ligne orange,32,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,62.28
037-000-000,10,Ligne orange,32,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,53.712
037-000-000,10,Ligne orange,32,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,1153.242
037-000-000,10,Ligne orange,32,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,2879.262
037-000-000,10,Ligne orange,32,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,2867.562
037-000-000,10,Ligne orange,32,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,2886.381
037-000-000,10,Ligne orange,33,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,2.547
037-000-000,10,Ligne orange,33,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,47.835
037-000-000,10,Ligne orange,33,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,23.931
037-000-000,10,Ligne orange,33,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,1.422
037-000-000,10,Ligne orange,33,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,28.008
037-000-000,10,Ligne orange,33,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,3074.166
037-000-000,10,Ligne orange,33,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,1593.486
037-000-000,10,Ligne orange,33,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,1585.125
037-000-000,10,Ligne orange,36,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,19.872
037-000-000,10,Ligne orange,36,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,52.047
037-000-000,10,Ligne orange,36,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,64.836
037-000-000,10,Ligne orange,36,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,1585.737
037-000-000,10,Ligne orange,36,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,3699.135
037-000-000,10,Ligne orange,36,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,4227.714
037-000-000,10,Ligne orange,37,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,36.333
037-000-000,10,Ligne orange,37,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,1288.8
037-000-000,10,Ligne orange,38,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,28.674
037-000-000,10,Ligne orange,38,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,1015.533
037-000-000,10,Ligne orange,39,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,4.977
037-000-000,10,Ligne orange,39,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,57.798
037-000-000,10,Ligne orange,39,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,375.138
037-000-000,10,Ligne orange,39,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,3134.403
037-000-000,10,Ligne orange,41,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,82.341
